Predateur;Proie;Nom_vernaculaire;Proie(acc_name);Type;Pays;Région;Site;Date;Scavenger;Source;Commentaires
Crotophaga ani;Zanthoxylum fagara;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Lantana camara;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Rubus niveus;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Solanum pimpinellifolium;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Desmodium sp.;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Xylocopa darwini;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Perepitragus fuscipes;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Neoconocephalus triops;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Anaulocomera darwinii;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Podisus sp.;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Podisus sordidus;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Acrosternum sp.;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Acrosternum viridans;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Galapaganus spp.;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Gryllus abditus;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Nesoecia cooksoni;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Copiphora brevicauda;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Anasa spp.;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Anasa scorbutica;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Nezara sp.;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Nezara viridula;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009;;Gizzard contents of the Smooth-billed Ani Crotophaga ani in Santa Cruz, Galapagos Isalnds, Ecuador;
Crotophaga ani;Tettigoniidae;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Crotophaga ani;Acrididae;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Crotophaga ani;Lepidoptera;Caterpillars;;Feeds on larvae;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Crotophaga ani;Araneae;Spiders;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Crotophaga ani;;Ticks;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);On cattle
Crotophaga ani;Vallesia glabra;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Cordia lutea;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Tournefortia psilostachya;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Tournefortia pubescens;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Passiflora suberosa;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Scutia spicata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Rubus niveus;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Chiococca alba;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Cardiospermum galapageium;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Solanum americanum;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Crotophaga ani;Rubus niveus;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2005-2006;;Avian seed dispersers of the invasive Rubus niveus (Rosaceae) in the Galapagos Islands, Ecuador;
Crotophaga ani;Miconia robinsoniana;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Crotophaga ani;Paspalum conjugatum;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Crotophaga ani;Tournefortia psylostachia;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Crotophaga ani;Zanthoxylum fagara;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Crotophaga ani;Tettigoniidae;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Acrididae;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Lepidoptera;;;Feeds on larvae;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Araneae;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Heteroptera;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Coleoptera;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Hymenoptera;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Lepidoptera;Moths;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Diptera;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1986;;The distribution and abundance of the Smooth-billed ani (Crotophaga ami L.) in the Galapagos Islands, Ecuador;
Crotophaga ani;Acrididae;Langostas;;Feeds on;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Orthoptera;Crugas;;Feeds on;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Lepidoptera;Mariposas;;Feeds on;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Heteroptera;Chinches;;Feeds on;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Blattodea;Cucarachas;;Feeds on;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Pennisetum purpureum;Pasto elefante;;Flower;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Psidium galapageium;Guayabillo;;Semillas;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Psidium guajava;Guayaba;;Semillas;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Blattodea;orugas cucarachas;;Feeds on larvae;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Crotophaga ani;Insecta;Insectos;;Feeds on;Ecuador;Galapagos Islands;;;;Unknown title (GAL 2019-0203 ou 598-14BAL);Créer une entrée dans Mendeley
Degeeriella regalis;Buteo galapagoensis;Galapagos hawk;;Parasite of;Ecuador;Galapagos Islands;Marchena;;;https://doi.org/10.1650/7551;
Dendroica petechia aureola;Miconia robinsoniana;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Dendroica petechia aureola;Tournefortia psilostachya;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Dendroica petechia aureola;Paspalum conjugatum;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Dendroica petechia aureola;Adenostemma platyphyllum;;;Feeds on seeds;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Dendroica petechia aureola;Diptera;Flies;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. Life in motion;
Dendroica petechia;Rubus niveus;;;Feeds on nectar/pollen;Ecuador;Galapagos Islands;Santa Cruz;2005-2006;;Avian seed dispersers of the invasive Rubus niveus (Rosaceae) in the Galapagos Islands, Ecuador;
Diomedea irrorata;Delphinus delphis;;;Feeds on;Ecuador;Galapagos Islands;;1995;Yes;Scavenging behaviour of the Waved albatross in Galapago: A potential problem with increasing longlinning ?;
Diomedea irrorata;Angistrocheirus lesevri;;;Feeds on;Ecuador;Galapagos Islands;;1995;Yes;Scavenging behaviour of the Waved albatross in Galapago: A potential problem with increasing longlinning ?;
Falco peregrinus;Mimus trifasciatus;;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Atlas de Galapagos;Interaction probable
Falco peregrinus;Sula sp.;Boobies;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Falco peregrinus;Phaethon sp.;Tropicbirds;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Falco peregrinus;Laridae;Gulls;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Falco peregrinus;;Shorebirds;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Falco peregrinus;Thraupidae;Finches;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Fregata magnificens;Delphinus delphis;Common dolphin;;Feeds on;Ecuador;Galapagos Islands;;;Yes;Scavenging behaviour of the Waved albatross in Galapago: A potential problem with increasing longlinning ?;
Fregata magnificens;Sula dactylatra granti;Masked boobies;;Feeds on young;Ecuador;Galapagos Islands;Wolf;;Yes;"Twelve days among the ""vanpire-finch"" of Wolf island";
Fregata magnificens;Amblyrhynchus cristatus;Marine iguana;;Feeds on young;Ecuador;Galapagos Islands;Fernandina;;;An ecological study of the Galapagos Marine iguana in Patterns of evolution in Galapagos organisms;
Fregata magnificens;Chelonia mydas;Pacific green turtle;;Feeds on young;Ecuador;Galapagos Islands;Santiago;;;Galapagos. Life in motion;
Fregata minor;Amblyrhynchus cristatus;Marine iguana;;Feeds on young;Ecuador;Galapagos Islands;Fernandina;;;An ecological study of the Galapagos Marine iguana in Patterns of evolution in Galapagos organisms;
Fregata minor;Sula dactylatra granti;Masked boobies;;Feeds on young;Ecuador;Galapagos Islands;Wolf;;Yes;"Twelve days among the ""vanpire-finch"" of Wolf island";
Fregata minor;Fregata minor;;;Feeds on young;Ecuador;Galapagos Islands;Genovesa;1964;;Frigatebirds, aggression and the colonial habit;
Fregata sp.;Chelonia mydas;;;Feeds on young;Ecuador;Galapagos Islands;;;;Galapagos sea turtles (Noticias vol.38);On land
Fregata sp.;Sula nebouxi;Blue-footed boobies;;Feeds on young;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Fregata sp.;Fregata sp.;Frigatebirds;;Feeds on young;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Gallinula chloropus;Plantae;Plants;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Gallinula chloropus;Arthropoda;Aquatic invertebrates;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Gallinula chloropus;Insecta;Ground Insects;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Geospiza conirostris;Bursera graveolens;;;Feeds on pollen/nectar;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Geospiza conirostris;Opuntia helleri;;;Feeds on pollen/nectar;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Geospiza conirostris;Opuntia helleri;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Geospiza conirostris;Croton scouleri;;;Feeds on seeds;Ecuador;Galapagos Islands;Genovesa;;;Plant and finch responses on isla Genovesa to the El Nino event of 1982-1983;
Geospiza conirostris;Lepidoptera;Caterpillars;;Feeds on larvae;Ecuador;Galapagos Islands;Genovesa;;;Plant and finch responses on isla Genovesa to the El Nino event of 1982-1984;
Geospiza conirostris;Araneae;Spiders;;Feeds on;Ecuador;Galapagos Islands;Genovesa;;;Plant and finch responses on isla Genovesa to the El Nino event of 1982-1985;
Geospiza conirostris;Trianthema portulacastrum;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Cordia lutea;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Opuntia helleri;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Opuntia megasperma;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Ipomoea linearifolia;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Ipomoea triloba;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Chamaesyce amplexiaculis;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Chamaesyce recurva;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Croton scouleri;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Neptuna plena;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Prosopis juliflora;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Desmanthus virgatus;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Boerhaavia erecta;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Aristida subspicata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Cenchrus platyacanthus;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Geospiza conirostris;Eragrostis cilianensis;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
